Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Barcode,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Status,Age,Pieces,Rating,Rating Count
lego-31387-lego-creator-3-in-1-31387-iconic-pirate-ship-1074-pieces-building-blocks,"LEGO Creator 3 in 1 31387 Iconic Pirate Ship (1074 pieces), Building Blocks","3 IN 1 PIRATE TOY FOR KIDS – This LEGO® Creator 3 in 1 Iconic Pirate Ship (31387) building set lets boys and girls create 3 different models with the same bricks
ENDLESS PLAY OPTIONS – Kids can enjoy hours of imaginative adventures with 3 building choices (cannot be built simultaneously): a pirate vessel, castle or 2 twin boats
FUN FEATURES – Lower the ship's anchor, adjust the sails, fire the cannons at a sea monster, discover the castle’s tower, detailed rooms and a palm tree, or stage battles with the twin ships
5 PIRATE-THEMED MINIFIGURES – Role play and storytelling is easy with 4 pirates and 1 skeleton, each with their own accessories, including a sword, pistol, telescope and map
GIFT IDEA FOR KIDS – This building toy makes a great gift for boys and girls ages 9 and up who enjoy imaginative play
A FUN WAY TO BUILD – The LEGO® Builder app guides kids on an intuitive building adventure where they can save sets, track progress and zoom in and rotate models using 3D instructions
LEGO® CREATOR 3 IN 1 COLLECTION – Every set gives kids 3 building options inspired by their biggest passions, including animals, vehicles and houses
DIMENSIONS – This 1,074-piece set features a pirate ship toy measuring over 12 in. (30 cm) high, 15.5 in. (39 cm) long and 5 in. (12 cm) wide",LEGO,Creator 3 in 1,Creator 3 in 1,TRUE,Title,Default Title,31387,5702018054819,shopify,0,deny,manual,8999.00,,TRUE,TRUE,,,active,9+,1074,,
lego-31389-lego-creator-3-in-1-31389-iconic-ferris-wheel-916-pieces-building-blocks,"LEGO Creator 3 in 1 31389 Iconic Ferris Wheel (916 pieces), Building Blocks","3 IN 1 FERRIS WHEEL TOY – This LEGO® Creator 3 in 1 Iconic Ferris Wheel (31389) building set lets boys and girls ages 8 and up assemble and reassemble 3 amusement park rides with the same bricks
ENDLESS PLAY OPTIONS – Enjoy a day at the fair with 3 pretend play toys (models cannot be built simultaneously): a carnival wheel with an ice cream stand, a UFO ride with a ticket booth or a carousel
MOVABLE FAIR RIDES – Turn a handle to rotate the Ferris wheel toy and its 8 carriages, spin the UFO ride at an angle or flat or twist the carousel and watch the 4 swings spread out
4 MINIFIGURE CHARACTERS – Kids can role-play hours of imaginative stories with the 4 minifigures: 2 children, a woman and a fairground worker, who can each be placed inside the rides and spun around
CREATIVE GIFT IDEA FOR KIDS – This amusement park toy set makes a great birthday or holiday present for boys and girls who love carnival rides and pretend play
LEGO® CREATOR 3 IN 1 SETS – Every building kit in the collection gives young creatives 3 assembly options inspired by their biggest passions, including wildlife, vehicles and architecture
A FUN WAY TO BUILD – The LEGO® Builder app guides kids on an intuitive adventure where they can save sets, track progress and zoom in and rotate models using 3D instructions
DIMENSIONS – This 916-piece set features a Ferris wheel that measures over 11 in. (28 cm) high, 6.5 in. (16 cm) long, and 9.5 in. (25 cm) wide",LEGO,Creator 3 in 1,Creator 3 in 1,TRUE,Title,Default Title,31389,5702018054826,shopify,0,deny,manual,7499.00,,TRUE,TRUE,,,active,8+,916,,
lego-31390-lego-creator-3-in-1-31390-floral-art-decor-painting-348-pieces-building-blocks,"LEGO Creator 3 in 1 31390 Floral Art Decor Painting (348 pieces), Building Blocks","3 IN 1 ART GALLERY TOY – Kids can enjoy hours of creative fun using the same bricks with this LEGO® Creator 3 in 1 Floral Art Decor Painting (31390) building set
ENDLESS PLAY OPTIONS – Assemble 3 unique toys featuring flowers (cannot be built simultaneously): a flower painting on an easel, a flower-covered picture frame or a flamingo sketch and paint palette
CUSTOMIZABLE MODELS – Kids can make their own colorful designs by rearranging the flowers into different positions on the painting, picture frame or flamingo sketch
COLORFUL ACCESSORIES – Inspire artistic role play with a brush, palette, paint tube and a tool to remove tiles for the painting and picture frame, or a paintbrush and palette for the flamingo sketch
SMALL GIFT IDEA FOR KIDS – This art-themed building kit makes a fun gift for girls and boys who love flowers, art and creative play
DISCOVER MORE BUILDING FUN – Add to a child’s collection with more toys (sold separately) from the extensive LEGO® Creator 3 in 1 range
LEGO® CREATOR 3 IN 1 TOYS – Every set gives kids 3 different assembly options inspired by their biggest passions, including animals, vehicles and architecture
DIMENSIONS – This 348-piece set features a floral painting that measures over 7.5 in. (20 cm) high, 3.5 in. (9 cm) long and 5.5 in. (14 cm) wide",LEGO,Creator 3 in 1,Creator 3 in 1,TRUE,Title,Default Title,31390,5702018054833,shopify,0,deny,manual,2499.00,,TRUE,TRUE,,,active,8+,348,,
lego-31391-lego-creator-3-in-1-31391-art-fashion-bag-with-storage-272-pieces-building-blocks,"LEGO Creator 3 in 1 31391 Art Fashion Bag with Storage (272 pieces), Building Blocks","3 IN 1 FASHION TOY – Get creative with this LEGO® Creator 3 in 1 Art Fashion Bag with Storage (31391) building set for kids ages 8 and up to create 3 stylish models with the same bricks
ENDLESS BUILDING OPTIONS – Young fashionistas can create 3 beautiful sets (models cannot be built simultaneously): a toy purse, rolling suitcase or storage box with a removable drawer
REALISTIC FUNCTIONS – Open the bag’s clasp, fold open the suitcase and roll it around and pull open the box’s drawer to reveal spaces to store small personal items
INTERCHANGEABLE ACCESSORIES – Kids can add their own unique flair with customizable tiles and lemon and roller skate key chains for the fashion bag, or add 2 heart key chains to the rolling suitcase
GIFT IDEA FOR KIDS – This storage toy set makes a special present for boys, girls and lovers of fashion, art and design
DISCOVER MORE CREATIVE FUN – Enjoy even more adventures with other sets (sold separately) from the extensive LEGO® Creator 3 in 1 range
LEGO® CREATOR 3 IN 1 TOYS – Every set gives kids 3 different building options inspired by their biggest passions, including animals, vehicles and architecture
DIMENSIONS – The fashion bag in this 272-piece set measures over 6 in. (15 cm) high, 5.5 in. (14 cm) wide and 2.5 in. (6 cm) deep",LEGO,Creator 3 in 1,Creator 3 in 1,TRUE,Title,Default Title,31391,5702018054840,shopify,0,deny,manual,2499.00,,TRUE,TRUE,,,active,8+,272,,
lego-31392-lego-creator-3-in-1-31392-music-decor-piano-with-cat-485-pieces-building-blocks,"LEGO Creator 3 in 1 31392 Music Decor Piano with Cat (485 pieces), Building Blocks","3 IN 1 MUSIC-THEMED DISPLAY – Assemble and reassemble 3 different toys using the same bricks with this LEGO® Creator 3 in 1 Music Decor Piano with Cat (31392) building set for kids ages 9 and up
RETRO DECOR OPTIONS – Create 3 musical-themed toys to decorate a shelf, side table or desk (models cannot be built simultaneously): a piano with a cat, boom box or record player with a record box
DISCOVER REALISTIC FUNCTIONS – Kids can press the piano’s keys and adjust its lid, move the radio boom box’s antenna and open its cassette door and move the record player’s turntable, arm and buttons
ACCESSORIES FOR ADDED FUN – Inspire endless pretend play with a cat, bench, microphone on a stand, and sheet music book for the piano, 3 multi-colored notes for the radio and a box for records
GIFT IDEA FOR KIDS – This retro style toy makes a fun and creative birthday or holiday present for girls and boys who love music and imaginative play
A FUN WAY TO BUILD – The LEGO® Builder app guides kids on an intuitive building journey where they can save sets, track progress and zoom in and rotate models using 3D instructions
LEGO® CREATOR 3 IN 1 SETS – Explore the collection and discover more toys (sold separately) to inspire endless imaginative play and display options
DIMENSIONS – The piano with cat model in this 485-piece set measures over 8 in. (20 cm) high, 7.5 in. (19 cm) long and 8 in. (20 cm) wide",LEGO,Creator 3 in 1,Creator 3 in 1,TRUE,Title,Default Title,31392,5702018054857,shopify,0,deny,manual,3499.00,,TRUE,TRUE,,,active,9+,485,,
lego-31393-lego-creator-3-in-1-31393-forest-animals-gray-wolf-657-pieces-building-blocks,"LEGO Creator 3 in 1 31393 Forest Animals: Gray Wolf (657 pieces), Building Blocks","3 IN 1 ANIMAL FIGURE – This LEGO® Creator 3 in 1 Forest Animals: Gray Wolf (31393) building set lets boys and girls assemble and reassemble 3 detailed wildlife toys using the same bricks
ENDLESS PLAY OPTIONS – Young builders can play out forest adventures with 3 different models (cannot be built simultaneously): a wolf on a small hill, a falcon on a pedestal or a raccoon with a pear
POSABLE ANIMAL TOYS – Each figure has movable body parts, including the necks, jaws, tails and hips, so kids can enjoy hours of imaginative play
NATURE DECOR – After playtime, display the toy on a shelf, desk or bedside table as a creative wildlife-inspired decoration for a kid’s bedroom
GIFT IDEA FOR ANIMAL LOVERS – This set makes a fun holiday or birthday present idea for boys and girls ages 8 and up who enjoy pretend play and building toys
A FUN WAY TO CREATE – The LEGO® Builder app guides kids on an intuitive adventure where they can save sets, track progress, zoom in and rotate models using 3D instructions
EXPLORE THE LEGO® CREATOR 3 IN 1 COLLECTION – Add to the fun with other sets, each one offering kids 3 building options inspired by some of their biggest passions, including animals, vehicles and more
DIMENSIONS – This 657-piece animal model set features a wolf measuring over 6 in. (15 cm) high, 5.5 in. (14 cm) long and 2.5 in. (6 cm) wide",LEGO,Creator 3 in 1,Creator 3 in 1,TRUE,Title,Default Title,31393,5702018060957,shopify,0,deny,manual,4299.00,,TRUE,TRUE,,,active,8+,657,,
lego-42229-lego-technic-42229-fast-and-furious-mitsubishi-eclipse-car-827-pieces-building-blocks,"LEGO Technic 42229 Fast and Furious Mitsubishi Eclipse Car (827 pieces), Building Blocks","RACING CAR MODEL KIT – Give teenagers ages 14 and up an immersive project as they piece together this collectible Fast and Furious Mitsubishi Eclipse Car (42229) with authentic details and functions
SPOT ICONIC MOVIE REFERENCES – Movie fans can discover many fun details packed into this model, like the custom paint design, driver modifications and the 2 NOS bottles in the trunk
RECREATE RACING SCENES – Steer using the knob on top to reimagine favorite movie scenes and channel the spirit of legendary street racers like Brian O’Conner
PACKED WITH DETAILS – Prop open the hood to admire the engine with moving pistons, open the doors to examine the interior, and lift the trunk to stash the 2 NOS bottles
GIFT IDEA FOR CAR LOVERS – This building kit makes a fun gift for boys and girls ages 14 years and up or fans of the Fast and Furious franchise
DISCOVER MORE SETS – Explore more with the range of LEGO® Technic™ kits (sold separately), which feature realistic movement and mechanisms
BUILD TOGETHER MODE – The LEGO® Builder app offers a guided, collaborative experience with friends and family where everyone has fun constructing parts of the set using their own devices
DIMENSIONS – An 827-piece vehicle toy measuring over 3.5 in. (9 cm) high, 12 in. (31 cm) long and 5 in. (13 cm) wide",LEGO,Technic,Technic,TRUE,Title,Default Title,42229,5702018067703,shopify,0,deny,manual,5499.00,,TRUE,TRUE,,,active,14+,827,,
lego-42231-lego-technic-42231-fast-and-furious-dodge-charger-r-t-car-1516-pieces-building-blocks,"LEGO Technic 42231 Fast and Furious Dodge Charger R/T Car (1516 pieces), Building Blocks","AN IMMERSIVE PROJECT FOR ADULTS – Enjoy a rewarding challenge as you assemble the LEGO® Technic™ Fast and Furious Dodge Charger R/T Car model with V8 engine, then test out its features
FUNCTIONAL STEERING AND SUSPENSION – Steer using the knob on the back of the vehicle and check out the independent front wheel suspension and rear suspension
V8 ENGINE AND DIFFERENTIAL – This car building kit is packed with details, like the V8 engine with chain-driven compressor and the rear-wheel drive with a cardan shaft with differential
SPOT FUN REFERENCES – Channel the spirit of legendary street racers like Dominic Toretto by adding details like the 2 NOS bottles and the fire extinguisher to this collectible car model
A GIFT FOR MOVIE FANS – This piece of Fast and Furious merch makes a great gift for adults or any fan who loves the Dodge Charger R/T Car
BUILD TOGETHER MODE – The LEGO® Builder app offers a guided, collaborative experience with friends and family where everyone has fun constructing parts of the set using their own devices
DISCOVER MORE – Explore engineering concepts and enjoy a rewarding project with the collection of LEGO® Technic™ vehicle kits (sold separately) for adults
DIMENSIONS – A 1,516-piece set with a car measuring over 4 in. (11 cm) high, 16 in. (40 cm) long and 7 in. (18 cm) wide",LEGO,Technic,Technic,TRUE,Title,Default Title,42231,5702018067710,shopify,0,deny,manual,12999.00,,TRUE,TRUE,,,active,18+,1516,,
lego-42241-lego-technic-42241-green-bugatti-chiron-pur-sport-hypercar-771-pieces-building-blocks,"LEGO Technic 42241 Green Bugatti Chiron Pur Sport Hypercar (771 pieces), Building Blocks","RACE CAR BUILDING KIT – Race into action with this LEGO® Technic™ Green Bugatti Chiron Pur Sport Hypercar (42241) toy for boys and girls ages 9 years old and up
REALISTIC CAR FUNCTIONS – Kids can explore the details packed into this engineering kit like the steering, a W16 engine, opening doors and opening hood, then admire the eye-catching green bodywork
ACTION-PACKED PLAY – This racing car’s real car mechanics and controlled steering revs up the imaginations of young vehicle lovers as they assemble, explore and race their Bugatti model car
LOOKS GREAT ON DISPLAY – Kids can play with their hypercar, then display it on their shelf, desk or nightstand until it’s time to race again
CAR GIFT IDEA FOR KIDS – This Bugatti toy car makes a fun gift for boys and girls ages 9 years old and up who love vehicles and racing
DISCOVER MORE SETS – Explore more action-packed play with the range of LEGO® Technic™ building toys (sold separately), featuring realistic movement and mechanisms to inspire young builders
A HELPING HAND – Discover digital instructions in the LEGO® Builder app, where kids can zoom in and rotate models using 3D instructions, track their progress and save sets as they develop new skills
DIMENSIONS – This car model set contains 771 pieces and measures over 3 in. (8 cm) high, 11 in. (29 cm) long and 5 in. (13 cm) wide",LEGO,Technic,Technic,TRUE,Title,Default Title,42241,5702018069776,shopify,0,deny,manual,5499.00,,TRUE,TRUE,,,active,9+,771,,
lego-42676-lego-friends-42676-fun-water-park-day-278-pieces-building-blocks,"LEGO Friends 42676 Fun Water Park Day (278 pieces), Building Blocks","PET WATER PARK PLAYSET – Splash into creativity with this LEGO® Friends Fun Water Park Day (42676) building set for girls, boys and animal lovers ages 6 years old and up
PRETEND PLAY TOY – Inspire hours of imaginative storytelling with the Friends and their animals, zooming down the slide into the pool and splashing in the rotating fountain
SKILL BUILDING FUN – Kids can practice their social and nurturing skills as they help Nova and Leo care for and play with the 4 animal figures, including 2 dogs, a cat, and a guinea pig
ROLE-PLAY ACCESSORIES – Every playtime is unique with lots of realistic details to encourage role play; kids will discover pet food, ice cream, sunscreen, a phone, ball, rain hat, sunglasses and more
FUN GIFT IDEA FOR KIDS – This building kit makes a great gift for girls and boys who love animals and imaginative play
MAKE MORE FRIENDS – Discover more creative play ideas with other sets (sold separately) and the LEGO® Friends: The Next Chapter online show, where kids get to know the characters of Heartlake City
A HELPING HAND – Follow digital instructions in the LEGO® Builder app, where kids can zoom in and rotate models using 3D instructions, track their progress and save sets as they develop new skills
DIMENSIONS – This 278-piece water park set measures over 5 in. (13 cm) high, 10.5 in. (27 cm) wide and 6 in. (16 cm) deep",LEGO,Friends,Friends,TRUE,Title,Default Title,42676,5702018054871,shopify,0,deny,manual,2499.00,,TRUE,TRUE,,,active,6+,278,,
lego-42682-lego-friends-42682-nature-glamping-cabin-295-pieces-building-blocks,"LEGO Friends 42682 Nature Glamping Cabin (295 pieces), Building Blocks","GLAMPING DOLLHOUSE KIT – Kids ages 6 years and up can create their own camping adventures with the LEGO® Friends Nature Glamping Cabin (42682) building set
VACATION AWAITS – Build, explore and role-play realistic adventures with the detailed A-frame cabin’s beds, kitchen, garden with plants and a mountain bike
PRETEND PLAY CHARACTERS – Kids can have lots of fun playing with the Nova and Liann minidolls, along with their cute pet, Shadow the kitten
LOTS OF ACCESSORIES – Find endless ways to accessorize this playset with snacks, drinks, pet food, beds, a lamp, plant, watering can, rug, camera and a phone with map
GIFT IDEA FOR GIRLS AND BOYS – This camping toy for kids makes a fun treat for young builders who love nature, animals and creative play
MAKE MORE FRIENDS – Discover more role-play toys with other sets (sold separately) and the LEGO® Friends: The Next Chapter online show, where kids get to know the characters of Heartlake City
A HELPING HAND – Follow digital instructions in the LEGO® Builder app, where kids can zoom in and rotate models using 3D instructions, track their progress and save sets as they develop new skills
DIMENSIONS – This 295-piece set includes a cabin measuring over 5 in. (13 cm) high, 5.5 in. (14 cm) wide and 3 in. (8 cm) deep",LEGO,Friends,Friends,TRUE,Title,Default Title,42682,5702018060391,shopify,0,deny,manual,2099.00,,TRUE,TRUE,,,active,6+,295,,
lego-42690-lego-friends-42690-forest-tea-party-116-pieces-building-blocks,"LEGO Friends 42690 Forest Tea Party (116 pieces), Building Blocks","TEA PARTY SET – The LEGO® Friends Forest Tea Party (42690) building set lets kids ages 6 years old and up create endless stories with 2 minidolls, animals and lots of accessories
DETAILED NATURE SETTING – Girls and boys can immerse themselves in the forest scene, full of mushrooms, plants and stones, a tree, and even a small fairy door that leads to a secret hiding spot
PRETEND PLAY CHARACTERS – Kids can have lots of fun playing with Aliya and Paisley minidolls alongside a friendly frog, squirrel and snail, plus accessories including a lantern and an acorn
STORYTELLING ACCESSORIES – Set the table for teatime with a cake and cupcakes on a moving turntable, a teapot and cups, 4 mushroom-themed chairs, a basket, blackberries and more
GIFT IDEA FOR KIDS – This set makes a cute holiday or birthday gift for girls, boys and any nature lovers who enjoy imaginative play
MAKE MORE FRIENDS – Discover more creative playsets (sold separately) and the LEGO® Friends: The Next Chapter online show, where kids get to know the characters of Heartlake City
A HELPING HAND – Follow digital instructions in the LEGO® Builder app, where kids can zoom in and rotate models using 3D instructions, track their progress and save sets as they develop new skills
DIMENSIONS – This 116-piece set measures over 4.5 in. (12 cm) high, 4.5 in. (12 cm) wide and 2.5 in. (6 cm) deep",LEGO,Friends,Friends,TRUE,Title,Default Title,42690,5702018060438,shopify,0,deny,manual,799.00,,TRUE,TRUE,,,active,6+,116,,
lego-42693-lego-friends-42693-creative-flower-shop-377-pieces-building-blocks,"LEGO Friends 42693 Creative Flower Shop (377 pieces), Building Blocks","FLOWER STORE TOY – Nurture storytelling skills and creative play for girls and boys with the LEGO® Friends Creative Flower Shop (42693) building set
SHOPPING ROLE PLAY – See kids’ imaginations grow as they act out stories in the pretend store and create custom flower displays and bouquets
2 MINIDOLL CHARACTERS – Kids can have fun playing with the Nova and Astrid minidolls, taking them along for a ride on the tandem bike or hanging out at the store
PRETEND PLAY ACCESSORIES – Inspire endless storytelling with details inside and out: colorful flowers, vases, scissors, a cup, cash register and a phone
FUN GIFT IDEA FOR KIDS – This imagination toy makes a great birthday gift for girls and boys ages 7 years old and up
MAKE MORE FRIENDS – Kids can get to know the characters of Heartlake City with more sets (sold separately) and the LEGO® Friends: The Next Chapter online show
A HELPING HAND – Follow digital instructions in the LEGO® Builder app, where kids can zoom in and rotate models using 3D instructions, track their progress and save sets as they develop new skills
DIMENSIONS – This 377-piece toy store building set measures over 4 in. (10 cm) high, 7.5 in. (20 cm) wide and 5.5 in. (14 cm) deep",LEGO,Friends,Friends,TRUE,Title,Default Title,42693,5702018060445,shopify,0,deny,manual,2499.00,,TRUE,TRUE,,,active,7+,377,,
lego-42694-lego-friends-42694-pizza-truck-190-pieces-building-blocks,"LEGO Friends 42694 Pizza Truck (190 pieces), Building Blocks","PIZZA FOOD TRUCK TOY – Feed kids’ imaginations with this LEGO® Friends Pizza Truck (42694) building set packed with pretend play accessories
CUSTOMIZE THE PIZZAS – Kids can get creative choosing different toppings before cooking the pizza in the oven and serving it from a colorful van topped with a giant decorative slice
2 LEGO® FRIENDS MINIDOLLS – Inspire endless opportunities for friendship stories and creative play with Olly and Aliya, plus a puppy figure
ROLE-PLAY ACCESSORIES – Girls and boys can act out realistic customer stories with lots of details, including a table, pizza box tile, toppings, menu, a phone, plus food for the puppy
CREATIVE GIFT IDEA – Treat girls and boys ages 6 and up with this fun gift for kids who love pretend play toys and, of course, pizza
MAKE MORE FRIENDS – Discover more play ideas with other sets (sold separately) and the LEGO® Friends: The Next Chapter online show, where kids get to know the characters of Heartlake City
A HELPING HAND – Follow digital instructions in the LEGO® Builder app, where kids can zoom in and rotate models using 3D instructions, track their progress and save sets as they develop new skills
DIMENSIONS – This 190-piece set includes a pizza van that measures over 3.5 in. (9 cm) high, 4.5 in. (12 cm) long and 2.5 in. (7 cm) wide",LEGO,Friends,Friends,TRUE,Title,Default Title,42694,5702018060452,shopify,0,deny,manual,1299.00,,TRUE,TRUE,,,active,6+,190,,
lego-42700-lego-friends-42700-candy-and-cupcake-ferris-wheel-602-pieces-building-blocks,"LEGO Friends 42700 Candy & Cupcake Ferris Wheel (602 pieces), Building Blocks","FERRIS WHEEL PLAYSET – Send kids ages 7 and up on an exciting ride with this LEGO® Friends Candy & Cupcake Ferris Wheel (42700) building set for girls and boys
AMUSEMENT PARK ROLE PLAY – Kids can have fun taking the characters through the candy-themed park, riding on the spinning Ferris wheel, playing ring toss or snacking at the cotton candy stand
BUILD SOCIAL SKILLS – Kids join Nova, Zac and Liann minidolls to dream up adventurous stories and develop their social skills through pretend play
CUTE PLUSHIE ACCESSORIES – This set includes 3 LEGO® brick plushies for the characters to win at the fairground game: a donut, narwhal and bee
GIFT IDEA FOR KIDS – This set makes a cool birthday gift for girls and boys ages 7 years old and up who love creative play and amusement parks
MAKE MORE FRIENDS– Discover more imagination toys (sold separately) and the LEGO® Friends: The Next Chapter online show, where kids get to know the characters of Heartlake City
A HELPING HAND – Follow digital instructions in the LEGO® Builder app, where kids can zoom in and rotate models using 3D instructions, track their progress and save sets as they develop new skills
DIMENSIONS – This 602-piece set includes a Ferris wheel toy that measures over 10 in. (25 cm) high, 7 in. (18 cm) wide and 7.5 in. (20 cm) deep",LEGO,Friends,Friends,TRUE,Title,Default Title,42700,5702018060506,shopify,0,deny,manual,5299.00,,TRUE,TRUE,,,active,7+,602,,
lego-42702-lego-friends-42702-spinning-flower-and-fairy-teacup-ride-321-pieces-building-blocks,"LEGO Friends 42702 Spinning Flower & Fairy Teacup Ride (321 pieces), Building Blocks","GO FOR A SPIN – Add a sprinkle of fairy dust to playtime with this LEGO® Friends Spinning Flower & Fairy Teacup Ride (42702) building toy for girls and boys ages 7 years and up
TELL FRIENDSHIP STORIES – Encourage kids to practice social skills as they imagine taking the characters out for a fun day at the fairy-themed park
AMUSEMENT PARK ROLE PLAY – Kids can take minidolls Aliya, Liann and Autumn for a whirl in the working teacup ride, or dress them up with wings and wigs for fun photos at the selfie photo booth
THEMED ACCESSORIES – Add to the fun with lots of charming accessories, such as a LEGO® brick plushie, a phone that shows a park ticket, and a photo strip
GIFT IDEA FOR KIDS – This storytelling toy makes a cute holiday or birthday gift for girls and boys who love fairies and amusement parks
MAKE MORE FRIENDS – Discover more creative sets (sold separately) and the LEGO® Friends: The Next Chapter online show, where kids get to know the characters of Heartlake City
A HELPING HAND – Follow digital instructions in the LEGO® Builder app, where kids can zoom in and rotate models using 3D instructions, track their progress and save sets as they develop new skills
DIMENSIONS – This 321-piece set measures over 8 in. (20 cm) high, 8.5 in. (22 cm) wide and 4 in. (11 cm) deep",LEGO,Friends,Friends,TRUE,Title,Default Title,42702,5702018060599,shopify,0,deny,manual,3499.00,,TRUE,TRUE,,,active,7+,321,,
lego-42703-lego-friends-42703-mermaid-roller-coaster-ride-864-pieces-building-blocks,"LEGO Friends 42703 Mermaid Roller Coaster Ride (864 pieces), Building Blocks","ROLLER COASTER BUILDING SET – Let the good times roll with this LEGO® Friends Mermaid Roller Coaster Ride (42703), which includes 5 minidolls and lots of themed accessories
FUNCTIONAL AMUSEMENT PARK RIDE – Kids can have lots of fun role-playing a thrilling day out, taking the minidolls for a ride on the working mermaid-inspired roller coaster toy
5 CHARACTERS – Change up the Autumn minidoll’s face to reflect her excitement as she explores the park with Leo and Liann; discover 2 shimmering mermaid toys for endless fun
CREATIVE ACCESSORIES – Inspire storytelling and imaginative play with themed accessories, including bubble tea, a photo strip, sea animals, a LEGO® piece narwhal toy plushie and more
GIFT IDEA – This mermaid toy for girls and boys makes a great holiday or birthday gift for kids ages 8 years old and up who love pretend play and roller coasters
MAKE MORE FRIENDS – Discover more fun with other sets (sold separately) and the LEGO® Friends: The Next Chapter online show, where kids get to know the characters of Heartlake City
A HELPING HAND – Follow digital instructions in the LEGO® Builder app, where kids can zoom in and rotate models using 3D instructions, track their progress and save sets as they develop new skills
DIMENSIONS – The roller coaster in this 864-piece set measures over 7.5 in. (19 cm) high, 20.5 in. (52 cm) wide and 11 in. (28 cm) deep",LEGO,Friends,Friends,TRUE,Title,Default Title,42703,5702018060605,shopify,0,deny,manual,8999.00,,TRUE,TRUE,,,active,8+,864,,
lego-42704-lego-friends-42704-heartlake-city-grand-hotel-1406-pieces-building-blocks,"LEGO Friends 42704 Heartlake City Grand Hotel (1406 pieces), Building Blocks","DETAILED DOLLHOUSE BUILDING TOY – Transport kids ages 9 years and up to the LEGO® Friends Heartlake City Grand Hotel (42704), where girls and boys will discover beautiful rooms and fun features
WORKING ELEVATORS – Use the elevators to help guests explore all the different spaces within this elegant hotel, including bedrooms, a lobby, bathroom and party area with a rotating dance floor
6 FRIENDLY CHARACTERS – Minidolls Liann, Paisley, Olly, Astrid, Petch and Valentine, plus 2 cats, give kids a full cast of characters for role-playing different scenes, including a wedding
PARTY ACCESSORIES –Inspire creative play with a toy camera, keys, wedding rings, a bouquet, cake, luggage rack and more
GIFT IDEA FOR KIDS – This dollhouse toy makes a fun birthday gift for girls and boys who enjoy imaginative play and storytelling
MAKE MORE FRIENDS– Discover more imagination toys (sold separately) and the LEGO® Friends: The Next Chapter online show, where kids get to know the characters of Heartlake City
A HELPING HAND – Follow digital instructions in the LEGO® Builder app, where kids can zoom in and rotate models using 3D instructions, track progress and save sets as they develop new skills
DIMENSIONS – 1,406-piece set with a hotel measuring over 11 in. (29 cm) high, 13.5 in. (35 cm) wide and 6 in. (16 cm) deep",LEGO,Friends,Friends,TRUE,Title,Default Title,42704,5702018060612,shopify,0,deny,manual,12999.00,,TRUE,TRUE,,,active,9+,1406,,
lego-42705-lego-friends-42705-cozy-fall-forest-cabin-1229-pieces-building-blocks,"LEGO Friends 42705 Cozy Fall Forest Cabin (1229 pieces), Building Blocks","TOY CABIN BUILDING SET – Take kids ages 9 years and up on a forest adventure as they assemble and play with the LEGO® Friends Cozy Fall Forest Cabin (42705) dollhouse kit
INSPIRE PRETEND PLAY – Boost kids’ storytelling skills as they help the characters look for wildlife, roast marshmallows and explore the nature setting, including forest creatures and hot springs
4 LEGO® FRIENDS CHARACTERS – Young builders can have lots of fun role-playing with minidolls Autumn, Aliya, Leo and Zac, plus a dog and a squirrel
ACCESSORIES FOR STORYTELLING – Dream up hours of exciting adventures with a tandem bike, binoculars, hot dogs, sandwiches, camera, logs, hot chocolate and more
GIFT IDEA FOR CREATIVE KIDS – This set makes a fun birthday gift for girls and boys who love the outdoors and imaginative play
MAKE MORE FRIENDS – Discover more imagination toy sets (sold separately) and the LEGO® Friends: The Next Chapter online show, where kids get to know the characters of Heartlake City
A HELPING HAND – Follow digital instructions in the LEGO® Builder app, where kids can zoom in and rotate models using 3D instructions, track their progress and save sets as they develop new skills
DIMENSIONS – The toy cabin in this 1,229-piece set measures over 9 in. (24 cm) high, 12.5 in. (32 cm) wide and 11 in. (28 cm) deep",LEGO,Friends,Friends,TRUE,Title,Default Title,42705,5702018060629,shopify,0,deny,manual,8999.00,,TRUE,TRUE,,,active,9+,1229,,
